Período,Região,Estado,Linhagens relevantes,Quantidade,Percentual_Frequency,Variante
2021-06-01,Nordeste,Alagoas,P.1.* (Gama),94,100.0,Gama
2021-06-01,Nordeste,Bahia,Outras,23,6.515580736543909,Alfa
2021-06-01,Nordeste,Bahia,Outras,7,1.9830028328611897,Outras
2021-06-01,Nordeste,Bahia,P.1.* (Gama),323,91.5014164305949,Gama
2021-06-01,Nordeste,Ceará,P.1.* (Gama),421,100.0,Gama
2021-06-01,Nordeste,Maranhão,Outras,1,1.5625,Outras
2021-06-01,Nordeste,Maranhão,P.1.* (Gama),63,98.4375,Gama
2021-06-01,Nordeste,Paraíba,B.1.617.2+AY.* (Delta),1,3.225806451612903,Delta
2021-06-01,Nordeste,Paraíba,P.1.* (Gama),30,96.7741935483871,Gama
2021-06-01,Nordeste,Pernambuco,B.1.617.2+AY.* (Delta),1,0.33783783783783783,Delta
2021-06-01,Nordeste,Pernambuco,Outras,2,0.6756756756756757,Outras
2021-06-01,Nordeste,Pernambuco,P.1.* (Gama),293,98.98648648648648,Gama
2021-06-01,Nordeste,Piauí,P.1.* (Gama),25,100.0,Gama
2021-06-01,Nordeste,Rio Grande do Norte,B.1.617.2+AY.* (Delta),2,1.1560693641618496,Delta
2021-06-01,Nordeste,Rio Grande do Norte,P.1.* (Gama),171,98.84393063583815,Gama
2021-06-01,Nordeste,Sergipe,Outras,1,6.666666666666667,Outras
2021-06-01,Nordeste,Sergipe,P.1.* (Gama),14,93.33333333333333,Gama
2021-06-01,Norte,Acre,B.1.617.2+AY.* (Delta),1,6.25,Delta
2021-06-01,Norte,Acre,Outras,2,12.5,Outras
2021-06-01,Norte,Acre,P.1.* (Gama),13,81.25,Gama
2021-06-01,Norte,Amapá,P.1.* (Gama),61,100.0,Gama
2021-06-01,Norte,Amazonas,P.1.* (Gama),352,100.0,Gama
2021-06-01,Norte,Pará,Outras,1,0.9090909090909091,Outras
2021-06-01,Norte,Pará,P.1.* (Gama),109,99.0909090909091,Gama
2021-06-01,Norte,Rondônia,Outras,3,12.5,Outras
2021-06-01,Norte,Rondônia,P.1.* (Gama),21,87.5,Gama
2021-06-01,Norte,Roraima,P.1.* (Gama),45,100.0,Gama
2021-06-01,Norte,Tocantins,B.1.617.2+AY.* (Delta),1,1.8518518518518516,Delta
2021-06-01,Norte,Tocantins,P.1.* (Gama),53,98.14814814814815,Gama
2021-06-01,Sudeste,Espírito Santo,P.1.* (Gama),82,100.0,Gama
2021-06-01,Sudeste,Minas Gerais,Outras,4,2.797202797202797,Alfa
2021-06-01,Sudeste,Minas Gerais,B.1.617.2+AY.* (Delta),2,1.3986013986013985,Delta
2021-06-01,Sudeste,Minas Gerais,Outras,8,5.594405594405594,Outras
2021-06-01,Sudeste,Minas Gerais,P.1.* (Gama),129,90.20979020979021,Gama
2021-06-01,Sudeste,Rio de Janeiro,Outras,9,0.5878510777269758,Alfa
2021-06-01,Sudeste,Rio de Janeiro,B.1.617.2+AY.* (Delta),94,6.139777922926192,Delta
2021-06-01,Sudeste,Rio de Janeiro,Outras,8,0.5225342913128674,Outras
2021-06-01,Sudeste,Rio de Janeiro,P.1.* (Gama),1420,92.74983670803397,Gama
2021-06-01,Sudeste,São Paulo,Outras,254,3.5754504504504507,Alfa
2021-06-01,Sudeste,São Paulo,B.1.617.2+AY.* (Delta),12,0.16891891891891891,Delta
2021-06-01,Sudeste,São Paulo,Outras,90,1.2668918918918919,Outras
2021-06-01,Sudeste,São Paulo,P.1.* (Gama),6748,94.98873873873875,Gama
2021-06-01,Sul,Paraná,Outras,2,0.24752475247524752,Alfa
2021-06-01,Sul,Paraná,B.1.617.2+AY.* (Delta),129,15.965346534653465,Delta
2021-06-01,Sul,Paraná,Outras,8,0.9900990099009901,Outras
2021-06-01,Sul,Paraná,P.1.* (Gama),669,82.79702970297029,Gama
2021-06-01,Sul,Rio Grande do Sul,Outras,1,0.2352941176470588,Alfa
2021-06-01,Sul,Rio Grande do Sul,B.1.617.2+AY.* (Delta),4,0.9411764705882352,Delta
2021-06-01,Sul,Rio Grande do Sul,Outras,5,1.1764705882352942,Outras
2021-06-01,Sul,Rio Grande do Sul,P.1.* (Gama),415,97.6470588235294,Gama
2021-06-01,Sul,Santa Catarina,Outras,1,0.847457627118644,Alfa
2021-06-01,Sul,Santa Catarina,B.1.617.2+AY.* (Delta),1,0.847457627118644,Delta
2021-06-01,Sul,Santa Catarina,P.1.* (Gama),116,98.30508474576271,Gama
2022-06-01,Centro-oeste,Distrito Federal,BA.1.* (Omicron),1,0.4,Omicron
2022-06-01,Centro-oeste,Distrito Federal,BA.2.* (Omicron),47,18.8,Omicron
2022-06-01,Centro-oeste,Distrito Federal,BA.4.* (Omicron),13,5.2,Omicron
2022-06-01,Centro-oeste,Distrito Federal,BA.5.* (Omicron),187,74.8,Omicron
2022-06-01,Centro-oeste,Distrito Federal,Outras,2,0.8,Outras
2022-06-01,Centro-oeste,Goiás,BA.1.* (Omicron),2,0.3731343283582089,Omicron
2022-06-01,Centro-oeste,Goiás,BA.2.* (Omicron),268,50.0,Omicron
2022-06-01,Centro-oeste,Goiás,BA.4.* (Omicron),69,12.87313432835821,Omicron
2022-06-01,Centro-oeste,Goiás,BA.5.* (Omicron),188,35.07462686567165,Omicron
2022-06-01,Centro-oeste,Goiás,Outras,9,1.6791044776119404,Outras
2022-06-01,Centro-oeste,Mato Grosso,BA.1.* (Omicron),1,2.127659574468085,Omicron
2022-06-01,Centro-oeste,Mato Grosso,BA.2.* (Omicron),34,72.3404255319149,Omicron
2022-06-01,Centro-oeste,Mato Grosso,BA.5.* (Omicron),12,25.53191489361702,Omicron
2022-06-01,Centro-oeste,Mato Grosso do Sul,BA.2.* (Omicron),62,77.5,Omicron
2022-06-01,Centro-oeste,Mato Grosso do Sul,BA.5.* (Omicron),15,18.75,Omicron
2022-06-01,Centro-oeste,Mato Grosso do Sul,Outras,3,3.75,Outras
2022-06-01,Nordeste,Alagoas,BA.2.* (Omicron),64,52.03252032520326,Omicron
2022-06-01,Nordeste,Alagoas,BA.4.* (Omicron),9,7.317073170731707,Omicron
2022-06-01,Nordeste,Alagoas,BA.5.* (Omicron),39,31.70731707317073,Omicron
2022-06-01,Nordeste,Alagoas,Outras,11,8.94308943089431,Outras
2022-06-01,Nordeste,Bahia,BA.1.* (Omicron),2,0.46511627906976744,Omicron
2022-06-01,Nordeste,Bahia,BA.2.* (Omicron),157,36.51162790697675,Omicron
2022-06-01,Nordeste,Bahia,BA.4.* (Omicron),126,29.30232558139535,Omicron
2022-06-01,Nordeste,Bahia,BA.5.* (Omicron),134,31.16279069767442,Omicron
2022-06-01,Nordeste,Bahia,Outras,11,2.558139534883721,Outras
2022-06-01,Nordeste,Ceará,BA.1.* (Omicron),18,1.8108651911468814,Omicron
2022-06-01,Nordeste,Ceará,BA.2.* (Omicron),114,11.468812877263582,Omicron
2022-06-01,Nordeste,Ceará,BA.4.* (Omicron),188,18.91348088531187,Omicron
2022-06-01,Nordeste,Ceará,BA.5.* (Omicron),661,66.4989939637827,Omicron
2022-06-01,Nordeste,Ceará,Outras,13,1.30784708249497,Outras
2022-06-01,Nordeste,Maranhão,BA.1.* (Omicron),1,0.9803921568627451,Omicron
2022-06-01,Nordeste,Maranhão,BA.2.* (Omicron),19,18.627450980392158,Omicron
2022-06-01,Nordeste,Maranhão,BA.4.* (Omicron),9,8.823529411764707,Omicron
2022-06-01,Nordeste,Maranhão,BA.5.* (Omicron),70,68.62745098039215,Omicron
2022-06-01,Nordeste,Maranhão,Outras,3,2.941176470588235,Outras
2022-06-01,Nordeste,Paraíba,BA.2.* (Omicron),58,42.028985507246375,Omicron
2022-06-01,Nordeste,Paraíba,BA.4.* (Omicron),27,19.565217391304348,Omicron
2022-06-01,Nordeste,Paraíba,BA.5.* (Omicron),53,38.405797101449274,Omicron
2022-06-01,Nordeste,Pernambuco,B.1.617.2+AY.* (Delta),1,0.15174506828528073,Delta
2022-06-01,Nordeste,Pernambuco,BA.1.* (Omicron),4,0.6069802731411229,Omicron
2022-06-01,Nordeste,Pernambuco,BA.2.* (Omicron),165,25.03793626707132,Omicron
2022-06-01,Nordeste,Pernambuco,BA.4.* (Omicron),360,54.62822458270106,Omicron
2022-06-01,Nordeste,Pernambuco,BA.5.* (Omicron),93,14.112291350531109,Omicron
2022-06-01,Nordeste,Pernambuco,Outras,36,5.462822458270106,Outras
2022-06-01,Nordeste,Piauí,BA.1.* (Omicron),17,32.69230769230769,Omicron
2022-06-01,Nordeste,Piauí,BA.2.* (Omicron),4,7.6923076923076925,Omicron
2022-06-01,Nordeste,Piauí,BA.4.* (Omicron),14,26.923076923076923,Omicron
2022-06-01,Nordeste,Piauí,BA.5.* (Omicron),16,30.76923076923077,Omicron
2022-06-01,Nordeste,Piauí,Outras,1,1.9230769230769231,Outras
2022-06-01,Nordeste,Rio Grande do Norte,BA.2.* (Omicron),71,75.53191489361703,Omicron
2022-06-01,Nordeste,Rio Grande do Norte,BA.4.* (Omicron),8,8.51063829787234,Omicron
2022-06-01,Nordeste,Rio Grande do Norte,BA.5.* (Omicron),15,15.957446808510639,Omicron
2022-06-01,Nordeste,Sergipe,BA.2.* (Omicron),22,24.719101123595504,Omicron
2022-06-01,Nordeste,Sergipe,BA.4.* (Omicron),20,22.47191011235955,Omicron
2022-06-01,Nordeste,Sergipe,BA.5.* (Omicron),44,49.43820224719101,Omicron
2022-06-01,Nordeste,Sergipe,Outras,3,3.3707865168539324,Outras
2022-06-01,Norte,Acre,BA.4.* (Omicron),3,27.27272727272727,Omicron
2022-06-01,Norte,Acre,BA.5.* (Omicron),7,63.63636363636363,Omicron
2022-06-01,Norte,Acre,Outras,1,9.090909090909092,Outras
2022-06-01,Norte,Amapá,BA.4.* (Omicron),1,33.33333333333333,Omicron
2022-06-01,Norte,Amapá,BA.5.* (Omicron),2,66.66666666666666,Omicron
2022-06-01,Norte,Amazonas,BA.1.* (Omicron),5,1.0121457489878543,Omicron
2022-06-01,Norte,Amazonas,BA.2.* (Omicron),57,11.538461538461538,Omicron
2022-06-01,Norte,Amazonas,BA.4.* (Omicron),187,37.85425101214575,Omicron
2022-06-01,Norte,Amazonas,BA.5.* (Omicron),228,46.15384615384615,Omicron
2022-06-01,Norte,Amazonas,Outras,13,2.631578947368421,Outras
2022-06-01,Norte,Amazonas,P.1.* (Gama),4,0.8097165991902834,Gama
2022-06-01,Norte,Pará,BA.2.* (Omicron),11,8.73015873015873,Omicron
2022-06-01,Norte,Pará,BA.4.* (Omicron),24,19.047619047619047,Omicron
2022-06-01,Norte,Pará,BA.5.* (Omicron),85,67.46031746031747,Omicron
2022-06-01,Norte,Pará,Outras,6,4.761904761904762,Outras
2022-06-01,Norte,Rondônia,BA.1.* (Omicron),5,4.672897196261682,Omicron
2022-06-01,Norte,Rondônia,BA.2.* (Omicron),50,46.728971962616825,Omicron
2022-06-01,Norte,Rondônia,BA.4.* (Omicron),4,3.7383177570093453,Omicron
2022-06-01,Norte,Rondônia,BA.5.* (Omicron),44,41.1214953271028,Omicron
2022-06-01,Norte,Rondônia,Outras,4,3.7383177570093453,Outras
2022-06-01,Norte,Roraima,BA.2.* (Omicron),8,12.903225806451612,Omicron
2022-06-01,Norte,Roraima,BA.4.* (Omicron),9,14.516129032258066,Omicron
2022-06-01,Norte,Roraima,BA.5.* (Omicron),42,67.74193548387096,Omicron
2022-06-01,Norte,Roraima,Outras,3,4.838709677419355,Outras
2022-06-01,Norte,Tocantins,BA.1.* (Omicron),4,6.896551724137931,Omicron
2022-06-01,Norte,Tocantins,BA.2.* (Omicron),35,60.3448275862069,Omicron
2022-06-01,Norte,Tocantins,BA.4.* (Omicron),4,6.896551724137931,Omicron
2022-06-01,Norte,Tocantins,BA.5.* (Omicron),15,25.862068965517242,Omicron
2022-06-01,Sudeste,Espírito Santo,BA.1.* (Omicron),1,0.8,Omicron
2022-06-01,Sudeste,Espírito Santo,BA.2.* (Omicron),49,39.2,Omicron
2022-06-01,Sudeste,Espírito Santo,BA.4.* (Omicron),10,8.0,Omicron
2022-06-01,Sudeste,Espírito Santo,BA.5.* (Omicron),62,49.6,Omicron
2022-06-01,Sudeste,Espírito Santo,Outras,3,2.4,Outras
2022-06-01,Sudeste,Minas Gerais,BA.1.* (Omicron),2,0.33557046979865773,Omicron
2022-06-01,Sudeste,Minas Gerais,BA.2.* (Omicron),248,41.61073825503356,Omicron
2022-06-01,Sudeste,Minas Gerais,BA.4.* (Omicron),47,7.885906040268456,Omicron
2022-06-01,Sudeste,Minas Gerais,BA.5.* (Omicron),279,46.81208053691275,Omicron
2022-06-01,Sudeste,Minas Gerais,Outras,20,3.3557046979865772,Outras
2022-06-01,Sudeste,Rio de Janeiro,BA.1.* (Omicron),5,0.3676470588235294,Omicron
2022-06-01,Sudeste,Rio de Janeiro,BA.2.* (Omicron),176,12.941176470588237,Omicron
2022-06-01,Sudeste,Rio de Janeiro,BA.4.* (Omicron),42,3.088235294117647,Omicron
2022-06-01,Sudeste,Rio de Janeiro,BA.5.* (Omicron),1004,73.82352941176471,Omicron
2022-06-01,Sudeste,Rio de Janeiro,Outras,133,9.779411764705882,Outras
2022-06-01,Sudeste,São Paulo,BA.1.* (Omicron),4,0.11723329425556857,Omicron
2022-06-01,Sudeste,São Paulo,BA.2.* (Omicron),1513,44.343493552168816,Omicron
2022-06-01,Sudeste,São Paulo,BA.4.* (Omicron),819,24.003516998827667,Omicron
2022-06-01,Sudeste,São Paulo,BA.5.* (Omicron),1043,30.568581477139507,Omicron
2022-06-01,Sudeste,São Paulo,Outras,1,0.029308323563892142,Omicron
2022-06-01,Sudeste,São Paulo,Outras,32,0.9378663540445485,Outras
2022-06-01,Sul,Paraná,BA.2.* (Omicron),345,72.63157894736842,Omicron
2022-06-01,Sul,Paraná,BA.4.* (Omicron),19,4.0,Omicron
2022-06-01,Sul,Paraná,BA.5.* (Omicron),103,21.684210526315788,Omicron
2022-06-01,Sul,Paraná,Outras,8,1.6842105263157894,Outras
2022-06-01,Sul,Rio Grande do Sul,BA.1.* (Omicron),5,1.76678445229682,Omicron
2022-06-01,Sul,Rio Grande do Sul,BA.2.* (Omicron),158,55.830388692579504,Omicron
2022-06-01,Sul,Rio Grande do Sul,BA.4.* (Omicron),4,1.4134275618374559,Omicron
2022-06-01,Sul,Rio Grande do Sul,BA.5.* (Omicron),33,11.66077738515901,Omicron
2022-06-01,Sul,Rio Grande do Sul,Outras,83,29.328621908127207,Outras
2022-06-01,Sul,Santa Catarina,BA.1.* (Omicron),1,0.2331002331002331,Omicron
2022-06-01,Sul,Santa Catarina,BA.2.* (Omicron),265,61.771561771561764,Omicron
2022-06-01,Sul,Santa Catarina,BA.4.* (Omicron),21,4.895104895104895,Omicron
2022-06-01,Sul,Santa Catarina,BA.5.* (Omicron),127,29.603729603729604,Omicron
2022-06-01,Sul,Santa Catarina,Outras,15,3.4965034965034967,Outras
2023-06-01,Centro-oeste,Distrito Federal,Outras,9,30.0,Omicron
2023-06-01,Centro-oeste,Distrito Federal,Outras,1,3.3333333333333335,Outras
2023-06-01,Centro-oeste,Distrito Federal,Outras,11,36.666666666666664,Omicron
2023-06-01,Centro-oeste,Distrito Federal,Outras,9,30.0,Omicron
2023-06-01,Centro-oeste,Goiás,Outras,20,27.77777777777778,Omicron
2023-06-01,Centro-oeste,Goiás,Outras,1,1.3888888888888888,Omicron
2023-06-01,Centro-oeste,Goiás,Outras,6,8.333333333333332,Outras
2023-06-01,Centro-oeste,Goiás,Outras,20,27.77777777777778,Omicron
2023-06-01,Centro-oeste,Goiás,Outras,25,34.72222222222222,Omicron
2023-06-01,Centro-oeste,Mato Grosso,Outras,19,34.54545454545455,Omicron
2023-06-01,Centro-oeste,Mato Grosso,Outras,6,10.909090909090908,Outras
2023-06-01,Centro-oeste,Mato Grosso,Outras,18,32.72727272727273,Omicron
2023-06-01,Centro-oeste,Mato Grosso,Outras,12,21.818181818181817,Omicron
2023-06-01,Centro-oeste,Mato Grosso do Sul,Outras,21,67.74193548387096,Omicron
2023-06-01,Centro-oeste,Mato Grosso do Sul,Outras,1,3.225806451612903,Outras
2023-06-01,Centro-oeste,Mato Grosso do Sul,Outras,5,16.129032258064516,Omicron
2023-06-01,Centro-oeste,Mato Grosso do Sul,Outras,4,12.903225806451612,Omicron
2023-06-01,Nordeste,Alagoas,Outras,23,62.16216216216216,Omicron
2023-06-01,Nordeste,Alagoas,Outras,3,8.108108108108109,Outras
2023-06-01,Nordeste,Alagoas,Outras,7,18.91891891891892,Omicron
2023-06-01,Nordeste,Alagoas,Outras,4,10.81081081081081,Omicron
2023-06-01,Nordeste,Bahia,Outras,70,75.26881720430107,Omicron
2023-06-01,Nordeste,Bahia,Outras,4,4.301075268817205,Outras
2023-06-01,Nordeste,Bahia,Outras,5,5.376344086021505,Omicron
2023-06-01,Nordeste,Bahia,Outras,14,15.053763440860216,Omicron
2023-06-01,Nordeste,Maranhão,Outras,4,80.0,Omicron
2023-06-01,Nordeste,Maranhão,Outras,1,20.0,Omicron
2023-06-01,Nordeste,Paraíba,Outras,43,49.42528735632184,Omicron
2023-06-01,Nordeste,Paraíba,Outras,3,3.4482758620689653,Outras
2023-06-01,Nordeste,Paraíba,Outras,17,19.54022988505747,Omicron
2023-06-01,Nordeste,Paraíba,Outras,24,27.586206896551722,Omicron
2023-06-01,Nordeste,Pernambuco,Outras,17,40.476190476190474,Omicron
2023-06-01,Nordeste,Pernambuco,Outras,6,14.285714285714285,Outras
2023-06-01,Nordeste,Pernambuco,Outras,5,11.904761904761903,Omicron
2023-06-01,Nordeste,Pernambuco,Outras,14,33.33333333333333,Omicron
2023-06-01,Nordeste,Rio Grande do Norte,Outras,6,27.27272727272727,Omicron
2023-06-01,Nordeste,Rio Grande do Norte,Outras,2,9.090909090909092,Omicron
2023-06-01,Nordeste,Rio Grande do Norte,Outras,2,9.090909090909092,Outras
2023-06-01,Nordeste,Rio Grande do Norte,Outras,3,13.636363636363635,Omicron
2023-06-01,Nordeste,Rio Grande do Norte,Outras,9,40.909090909090914,Omicron
2023-06-01,Nordeste,Sergipe,Outras,3,42.857142857142854,Omicron
2023-06-01,Nordeste,Sergipe,Outras,2,28.57142857142857,Omicron
2023-06-01,Nordeste,Sergipe,Outras,2,28.57142857142857,Omicron
2023-06-01,Norte,Acre,Outras,1,33.33333333333333,Omicron
2023-06-01,Norte,Acre,Outras,2,66.66666666666666,Omicron
2023-06-01,Norte,Amapá,Outras,10,47.61904761904761,Omicron
2023-06-01,Norte,Amapá,Outras,1,4.761904761904762,Omicron
2023-06-01,Norte,Amapá,Outras,10,47.61904761904761,Omicron
2023-06-01,Norte,Amazonas,Outras,2,8.0,Omicron
2023-06-01,Norte,Amazonas,Outras,6,24.0,Outras
2023-06-01,Norte,Amazonas,Outras,7,28.000000000000004,Omicron
2023-06-01,Norte,Amazonas,Outras,10,40.0,Omicron
2023-06-01,Norte,Pará,Outras,3,10.0,Omicron
2023-06-01,Norte,Pará,Outras,19,63.33333333333333,Omicron
2023-06-01,Norte,Pará,Outras,1,3.3333333333333335,Outras
2023-06-01,Norte,Pará,Outras,2,6.666666666666667,Omicron
2023-06-01,Norte,Pará,Outras,5,16.666666666666664,Omicron
2023-06-01,Norte,Rondônia,Outras,8,19.51219512195122,Omicron
2023-06-01,Norte,Rondônia,Outras,1,2.4390243902439024,Outras
2023-06-01,Norte,Rondônia,Outras,10,24.390243902439025,Omicron
2023-06-01,Norte,Rondônia,Outras,22,53.65853658536586,Omicron
2023-06-01,Norte,Roraima,Outras,1,25.0,Omicron
2023-06-01,Norte,Roraima,Outras,2,50.0,Outras
2023-06-01,Norte,Roraima,Outras,1,25.0,Omicron
2023-06-01,Norte,Tocantins,Outras,10,16.666666666666664,Omicron
2023-06-01,Norte,Tocantins,Outras,15,25.0,Omicron
2023-06-01,Norte,Tocantins,Outras,31,51.66666666666667,Omicron
2023-06-01,Norte,Tocantins,Outras,4,6.666666666666667,Omicron
2023-06-01,Sudeste,Espírito Santo,Outras,23,51.11111111111111,Omicron
2023-06-01,Sudeste,Espírito Santo,Outras,5,11.11111111111111,Outras
2023-06-01,Sudeste,Espírito Santo,Outras,11,24.444444444444443,Omicron
2023-06-01,Sudeste,Espírito Santo,Outras,6,13.333333333333334,Omicron
2023-06-01,Sudeste,Minas Gerais,BA.2.* (Omicron),1,1.36986301369863,Omicron
2023-06-01,Sudeste,Minas Gerais,Outras,25,34.24657534246575,Omicron
2023-06-01,Sudeste,Minas Gerais,Outras,3,4.10958904109589,Omicron
2023-06-01,Sudeste,Minas Gerais,Outras,2,2.73972602739726,Outras
2023-06-01,Sudeste,Minas Gerais,Outras,34,46.57534246575342,Omicron
2023-06-01,Sudeste,Minas Gerais,Outras,8,10.95890410958904,Omicron
2023-06-01,Sudeste,Rio de Janeiro,B.1.617.2+AY.* (Delta),1,8.333333333333332,Delta
2023-06-01,Sudeste,Rio de Janeiro,Outras,6,50.0,Omicron
2023-06-01,Sudeste,Rio de Janeiro,Outras,3,25.0,Omicron
2023-06-01,Sudeste,Rio de Janeiro,Outras,2,16.666666666666664,Omicron
2023-06-01,Sudeste,São Paulo,Outras,18,45.0,Omicron
2023-06-01,Sudeste,São Paulo,Outras,2,5.0,Outras
2023-06-01,Sudeste,São Paulo,Outras,10,25.0,Omicron
2023-06-01,Sudeste,São Paulo,Outras,10,25.0,Omicron
2023-06-01,Sul,Paraná,Outras,2,50.0,Omicron
2023-06-01,Sul,Paraná,Outras,1,25.0,Omicron
2023-06-01,Sul,Paraná,Outras,1,25.0,Omicron
2023-06-01,Sul,Rio Grande do Sul,BA.5.* (Omicron),1,3.3333333333333335,Omicron
2023-06-01,Sul,Rio Grande do Sul,Outras,8,26.666666666666668,Omicron
2023-06-01,Sul,Rio Grande do Sul,Outras,4,13.333333333333334,Outras
2023-06-01,Sul,Rio Grande do Sul,Outras,13,43.333333333333336,Omicron
2023-06-01,Sul,Rio Grande do Sul,Outras,4,13.333333333333334,Omicron
2023-06-01,Sul,Santa Catarina,Outras,34,48.57142857142857,Omicron
2023-06-01,Sul,Santa Catarina,Outras,2,2.857142857142857,Omicron
2023-06-01,Sul,Santa Catarina,Outras,14,20.0,Outras
2023-06-01,Sul,Santa Catarina,Outras,14,20.0,Omicron
2023-06-01,Sul,Santa Catarina,Outras,6,8.571428571428571,Omicron
2020-05-01,Centro-oeste,Distrito Federal,Outras,3,100.0,Outras
2020-05-01,Centro-oeste,Goiás,Outras,1,100.0,Outras
2020-05-01,Centro-oeste,Mato Grosso do Sul,Outras,7,100.0,Outras
2020-05-01,Nordeste,Alagoas,Outras,4,100.0,Outras
2020-05-01,Nordeste,Bahia,Outras,34,100.0,Outras
2020-05-01,Nordeste,Ceará,Outras,10,100.0,Outras
2020-05-01,Nordeste,Maranhão,Outras,4,100.0,Outras
2020-05-01,Nordeste,Paraíba,Outras,5,100.0,Outras
2020-05-01,Nordeste,Pernambuco,Outras,37,100.0,Outras
2020-05-01,Nordeste,Rio Grande do Norte,Outras,5,100.0,Outras
2020-05-01,Norte,Acre,Outras,3,100.0,Outras
2020-05-01,Norte,Amapá,Outras,8,100.0,Outras
2020-05-01,Norte,Amazonas,Outras,29,100.0,Outras
2020-05-01,Norte,Pará,Outras,13,86.66666666666667,Outras
2020-05-01,Norte,Pará,P.1.* (Gama),2,13.333333333333334,Gama
2020-05-01,Norte,Rondônia,Outras,7,100.0,Outras
2020-05-01,Norte,Roraima,Outras,1,100.0,Outras
2020-05-01,Sudeste,Espírito Santo,Outras,5,100.0,Outras
2020-05-01,Sudeste,Minas Gerais,Outras,9,100.0,Outras
2020-05-01,Sudeste,Rio de Janeiro,Outras,92,100.0,Outras
2020-05-01,Sudeste,São Paulo,Outras,298,100.0,Outras
2020-05-01,Sul,Paraná,Outras,17,100.0,Outras
2020-05-01,Sul,Rio Grande do Sul,Outras,78,100.0,Outras
2020-05-01,Sul,Santa Catarina,Outras,6,100.0,Outras
2021-05-01,Centro-oeste,Distrito Federal,P.1.* (Gama),136,100.0,Gama
2021-05-01,Centro-oeste,Goiás,Outras,2,0.78125,Alfa
2021-05-01,Centro-oeste,Goiás,P.1.* (Gama),254,99.21875,Gama
2021-05-01,Centro-oeste,Mato Grosso,B.1.617.2+AY.* (Delta),3,3.3333333333333335,Delta
2021-05-01,Centro-oeste,Mato Grosso,Outras,1,1.1111111111111112,Outras
2021-05-01,Centro-oeste,Mato Grosso,P.1.* (Gama),86,95.55555555555556,Gama
2021-05-01,Centro-oeste,Mato Grosso do Sul,Outras,3,2.608695652173913,Alfa
2021-05-01,Centro-oeste,Mato Grosso do Sul,B.1.617.2+AY.* (Delta),1,0.8695652173913043,Delta
2021-05-01,Centro-oeste,Mato Grosso do Sul,P.1.* (Gama),111,96.52173913043478,Gama
2021-05-01,Nordeste,Alagoas,P.1.* (Gama),62,100.0,Gama
2021-05-01,Nordeste,Bahia,Outras,14,3.5532994923857872,Alfa
2021-05-01,Nordeste,Bahia,Outras,2,0.5076142131979695,Outras
2021-05-01,Nordeste,Bahia,P.1.* (Gama),378,95.93908629441624,Gama
2021-05-01,Nordeste,Ceará,BA.1.* (Omicron),1,0.31545741324921134,Omicron
2021-05-01,Nordeste,Ceará,Outras,1,0.31545741324921134,Outras
2021-05-01,Nordeste,Ceará,P.1.* (Gama),315,99.36908517350159,Gama
2021-05-01,Nordeste,Maranhão,B.1.617.2+AY.* (Delta),8,10.526315789473683,Delta
2021-05-01,Nordeste,Maranhão,P.1.* (Gama),68,89.47368421052632,Gama
2021-05-01,Nordeste,Paraíba,P.1.* (Gama),88,100.0,Gama
2021-05-01,Nordeste,Pernambuco,Outras,2,0.9345794392523363,Alfa
2021-05-01,Nordeste,Pernambuco,Outras,1,0.46728971962616817,Outras
2021-05-01,Nordeste,Pernambuco,P.1.* (Gama),211,98.5981308411215,Gama
2021-05-01,Nordeste,Piauí,P.1.* (Gama),48,100.0,Gama
2021-05-01,Nordeste,Rio Grande do Norte,B.1.617.2+AY.* (Delta),1,0.8064516129032258,Delta
2021-05-01,Nordeste,Rio Grande do Norte,P.1.* (Gama),123,99.19354838709677,Gama
2021-05-01,Nordeste,Sergipe,Outras,1,5.263157894736842,Outras
2021-05-01,Nordeste,Sergipe,P.1.* (Gama),18,94.73684210526315,Gama
2021-05-01,Norte,Acre,Outras,7,20.588235294117645,Outras
2021-05-01,Norte,Acre,P.1.* (Gama),27,79.41176470588235,Gama
2021-05-01,Norte,Amapá,B.1.617.2+AY.* (Delta),1,50.0,Delta
2021-05-01,Norte,Amapá,P.1.* (Gama),1,50.0,Gama
2021-05-01,Norte,Amazonas,P.1.* (Gama),300,100.0,Gama
2021-05-01,Norte,Pará,P.1.* (Gama),82,100.0,Gama
2021-05-01,Norte,Rondônia,P.1.* (Gama),1,100.0,Gama
2021-05-01,Norte,Roraima,P.1.* (Gama),44,100.0,Gama
2021-05-01,Norte,Tocantins,P.1.* (Gama),56,100.0,Gama
2021-05-01,Sudeste,Espírito Santo,P.1.* (Gama),54,100.0,Gama
2021-05-01,Sudeste,Minas Gerais,Outras,6,5.555555555555555,Alfa
2021-05-01,Sudeste,Minas Gerais,B.1.617.2+AY.* (Delta),4,3.7037037037037033,Delta
2021-05-01,Sudeste,Minas Gerais,Outras,1,0.9259259259259258,Outras
2021-05-01,Sudeste,Minas Gerais,P.1.* (Gama),97,89.81481481481481,Gama
2021-05-01,Sudeste,Rio de Janeiro,Outras,24,1.6724738675958188,Alfa
2021-05-01,Sudeste,Rio de Janeiro,B.1.617.2+AY.* (Delta),2,0.13937282229965156,Delta
2021-05-01,Sudeste,Rio de Janeiro,Outras,6,0.4181184668989547,Outras
